"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","unit_price","full_address"
"13630","2020-09","ANG MO KIO","2 ROOM","508","ANG MO KIO AVE 8","04 TO 06",44,"Improved",1980,"58 years 09 months",2e+05,4545.45454545455,"508 ANG MO KIO AVE 8 Singapore"
"13631","2020-09","ANG MO KIO","3 ROOM","219","ANG MO KIO AVE 1","10 TO 12",67,"New Generation",1977,"55 years 10 months",273000,4074.62686567164,"219 ANG MO KIO AVE 1 Singapore"
"13632","2020-09","ANG MO KIO","3 ROOM","333","ANG MO KIO AVE 1","07 TO 09",68,"New Generation",1981,"59 years 04 months",306000,4500,"333 ANG MO KIO AVE 1 Singapore"
"13633","2020-09","ANG MO KIO","3 ROOM","433","ANG MO KIO AVE 10","07 TO 09",67,"New Generation",1979,"57 years 05 months",280000,4179.10447761194,"433 ANG MO KIO AVE 10 Singapore"
"13634","2020-09","ANG MO KIO","3 ROOM","442","ANG MO KIO AVE 10","10 TO 12",67,"New Generation",1979,"58 years",263000,3925.37313432836,"442 ANG MO KIO AVE 10 Singapore"
"13635","2020-09","ANG MO KIO","3 ROOM","466","ANG MO KIO AVE 10","04 TO 06",67,"New Generation",1984,"63 years 01 month",264000,3940.29850746269,"466 ANG MO KIO AVE 10 Singapore"
"13636","2020-09","ANG MO KIO","3 ROOM","558","ANG MO KIO AVE 10","10 TO 12",67,"New Generation",1980,"58 years 05 months",255000,3805.97014925373,"558 ANG MO KIO AVE 10 Singapore"
"13637","2020-09","ANG MO KIO","3 ROOM","435","ANG MO KIO AVE 10","04 TO 06",67,"New Generation",1979,"57 years 04 months",285000,4253.73134328358,"435 ANG MO KIO AVE 10 Singapore"
"13638","2020-09","ANG MO KIO","3 ROOM","440","ANG MO KIO AVE 10","01 TO 03",67,"New Generation",1979,"57 years 05 months",280000,4179.10447761194,"440 ANG MO KIO AVE 10 Singapore"
"13639","2020-09","ANG MO KIO","3 ROOM","558","ANG MO KIO AVE 10","01 TO 03",82,"New Generation",1980,"58 years 06 months",305000,3719.51219512195,"558 ANG MO KIO AVE 10 Singapore"
"13640","2020-09","ANG MO KIO","3 ROOM","444","ANG MO KIO AVE 10","07 TO 09",67,"New Generation",1979,"57 years 11 months",3e+05,4477.61194029851,"444 ANG MO KIO AVE 10 Singapore"
"13641","2020-09","ANG MO KIO","3 ROOM","559","ANG MO KIO AVE 10","07 TO 09",82,"New Generation",1980,"58 years 04 months",320000,3902.43902439024,"559 ANG MO KIO AVE 10 Singapore"
"13642","2020-09","ANG MO KIO","3 ROOM","451","ANG MO KIO AVE 10","01 TO 03",68,"New Generation",1979,"57 years 10 months",242000,3558.82352941176,"451 ANG MO KIO AVE 10 Singapore"
"13643","2020-09","ANG MO KIO","3 ROOM","549","ANG MO KIO AVE 10","04 TO 06",68,"New Generation",1981,"59 years 05 months",265000,3897.05882352941,"549 ANG MO KIO AVE 10 Singapore"
"13644","2020-09","ANG MO KIO","3 ROOM","558","ANG MO KIO AVE 10","07 TO 09",67,"New Generation",1980,"58 years 06 months",260000,3880.59701492537,"558 ANG MO KIO AVE 10 Singapore"
"13645","2020-09","ANG MO KIO","3 ROOM","557","ANG MO KIO AVE 10","10 TO 12",68,"New Generation",1980,"58 years 04 months",250000,3676.47058823529,"557 ANG MO KIO AVE 10 Singapore"
"13646","2020-09","ANG MO KIO","3 ROOM","558","ANG MO KIO AVE 10","10 TO 12",67,"New Generation",1980,"58 years 05 months",295088,4404.29850746269,"558 ANG MO KIO AVE 10 Singapore"
"13647","2020-09","ANG MO KIO","3 ROOM","457","ANG MO KIO AVE 10","10 TO 12",75,"New Generation",1980,"58 years 04 months",306000,4080,"457 ANG MO KIO AVE 10 Singapore"
"13648","2020-09","ANG MO KIO","3 ROOM","536","ANG MO KIO AVE 10","07 TO 09",68,"New Generation",1980,"58 years 05 months",265000,3897.05882352941,"536 ANG MO KIO AVE 10 Singapore"
"13649","2020-09","ANG MO KIO","3 ROOM","560","ANG MO KIO AVE 10","01 TO 03",67,"New Generation",1980,"58 years 05 months",252000,3761.19402985075,"560 ANG MO KIO AVE 10 Singapore"
"13650","2020-09","ANG MO KIO","3 ROOM","235","ANG MO KIO AVE 3","10 TO 12",67,"New Generation",1977,"56 years 02 months",268000,4000,"235 ANG MO KIO AVE 3 Singapore"
"13651","2020-09","ANG MO KIO","3 ROOM","128","ANG MO KIO AVE 3","04 TO 06",67,"New Generation",1978,"57 years 01 month",260000,3880.59701492537,"128 ANG MO KIO AVE 3 Singapore"
"13652","2020-09","ANG MO KIO","3 ROOM","130","ANG MO KIO AVE 3","04 TO 06",73,"New Generation",1979,"57 years 04 months",320000,4383.56164383562,"130 ANG MO KIO AVE 3 Singapore"
"13653","2020-09","ANG MO KIO","3 ROOM","121","ANG MO KIO AVE 3","04 TO 06",67,"New Generation",1978,"57 years 01 month",260000,3880.59701492537,"121 ANG MO KIO AVE 3 Singapore"
"13654","2020-09","ANG MO KIO","3 ROOM","235","ANG MO KIO AVE 3","04 TO 06",67,"New Generation",1977,"56 years 02 months",270000,4029.85074626866,"235 ANG MO KIO AVE 3 Singapore"
"13655","2020-09","ANG MO KIO","3 ROOM","130","ANG MO KIO AVE 3","04 TO 06",73,"New Generation",1979,"57 years 04 months",270000,3698.6301369863,"130 ANG MO KIO AVE 3 Singapore"
"13656","2020-09","ANG MO KIO","3 ROOM","584","ANG MO KIO AVE 3","10 TO 12",67,"New Generation",1979,"57 years 09 months",275000,4104.4776119403,"584 ANG MO KIO AVE 3 Singapore"
"13657","2020-09","ANG MO KIO","3 ROOM","565","ANG MO KIO AVE 3","10 TO 12",82,"New Generation",1980,"58 years 04 months",350000,4268.29268292683,"565 ANG MO KIO AVE 3 Singapore"
"13658","2020-09","ANG MO KIO","3 ROOM","425","ANG MO KIO AVE 3","01 TO 03",73,"New Generation",1979,"57 years 04 months",330000,4520.54794520548,"425 ANG MO KIO AVE 3 Singapore"
"13659","2020-09","ANG MO KIO","3 ROOM","127","ANG MO KIO AVE 3","10 TO 12",67,"New Generation",1978,"57 years",290000,4328.35820895522,"127 ANG MO KIO AVE 3 Singapore"
"13660","2020-09","ANG MO KIO","3 ROOM","629","ANG MO KIO AVE 4","04 TO 06",67,"New Generation",1981,"60 years 02 months",250000,3731.34328358209,"629 ANG MO KIO AVE 4 Singapore"
"13661","2020-09","ANG MO KIO","3 ROOM","524","ANG MO KIO AVE 5","04 TO 06",68,"New Generation",1980,"59 years",272000,4000,"524 ANG MO KIO AVE 5 Singapore"
"13662","2020-09","ANG MO KIO","3 ROOM","601","ANG MO KIO AVE 5","07 TO 09",67,"New Generation",1980,"58 years 10 months",265000,3955.22388059702,"601 ANG MO KIO AVE 5 Singapore"
"13663","2020-09","ANG MO KIO","3 ROOM","524","ANG MO KIO AVE 5","07 TO 09",68,"New Generation",1980,"59 years",310000,4558.82352941176,"524 ANG MO KIO AVE 5 Singapore"
"13664","2020-09","ANG MO KIO","3 ROOM","611","ANG MO KIO AVE 5","07 TO 09",81,"New Generation",1980,"58 years 09 months",318888,3936.88888888889,"611 ANG MO KIO AVE 5 Singapore"
"13665","2020-09","ANG MO KIO","3 ROOM","151","ANG MO KIO AVE 5","07 TO 09",68,"New Generation",1981,"59 years 04 months",308000,4529.41176470588,"151 ANG MO KIO AVE 5 Singapore"
"13666","2020-09","ANG MO KIO","3 ROOM","538","ANG MO KIO AVE 5","07 TO 09",68,"New Generation",1980,"58 years 05 months",312888,4601.29411764706,"538 ANG MO KIO AVE 5 Singapore"
"13667","2020-09","ANG MO KIO","3 ROOM","646","ANG MO KIO AVE 6","07 TO 09",75,"New Generation",1980,"59 years 03 months",318000,4240,"646 ANG MO KIO AVE 6 Singapore"
"13668","2020-09","ANG MO KIO","3 ROOM","635","ANG MO KIO AVE 6","07 TO 09",68,"New Generation",1980,"59 years",320000,4705.88235294118,"635 ANG MO KIO AVE 6 Singapore"
"13669","2020-09","ANG MO KIO","3 ROOM","639","ANG MO KIO AVE 6","01 TO 03",68,"New Generation",1980,"59 years",265000,3897.05882352941,"639 ANG MO KIO AVE 6 Singapore"
"13670","2020-09","ANG MO KIO","3 ROOM","124","ANG MO KIO AVE 6","01 TO 03",67,"New Generation",1979,"57 years 04 months",268000,4000,"124 ANG MO KIO AVE 6 Singapore"
"13671","2020-09","ANG MO KIO","3 ROOM","507","ANG MO KIO AVE 8","04 TO 06",81,"New Generation",1980,"58 years 09 months",310000,3827.16049382716,"507 ANG MO KIO AVE 8 Singapore"
"13672","2020-09","ANG MO KIO","3 ROOM","650","ANG MO KIO ST 61","04 TO 06",67,"Model A",2015,"94 years 04 months",416000,6208.9552238806,"650 ANG MO KIO ST 61 Singapore"
"13673","2020-09","ANG MO KIO","3 ROOM","650","ANG MO KIO ST 61","04 TO 06",67,"Model A",2015,"94 years 03 months",412888,6162.50746268657,"650 ANG MO KIO ST 61 Singapore"
"13674","2020-09","ANG MO KIO","3 ROOM","650","ANG MO KIO ST 61","19 TO 21",67,"Model A",2015,"94 years 03 months",470000,7014.92537313433,"650 ANG MO KIO ST 61 Singapore"
"13675","2020-09","ANG MO KIO","4 ROOM","334","ANG MO KIO AVE 1","07 TO 09",91,"New Generation",1982,"60 years 06 months",428000,4703.2967032967,"334 ANG MO KIO AVE 1 Singapore"
"13676","2020-09","ANG MO KIO","4 ROOM","303","ANG MO KIO AVE 1","01 TO 03",97,"New Generation",1977,"55 years 07 months",412000,4247.42268041237,"303 ANG MO KIO AVE 1 Singapore"
"13677","2020-09","ANG MO KIO","4 ROOM","307B","ANG MO KIO AVE 1","04 TO 06",95,"Model A",2012,"91 years 01 month",610000,6421.05263157895,"307B ANG MO KIO AVE 1 Singapore"
"13678","2020-09","ANG MO KIO","4 ROOM","335","ANG MO KIO AVE 1","07 TO 09",92,"New Generation",1982,"60 years 06 months",415000,4510.86956521739,"335 ANG MO KIO AVE 1 Singapore"
"13679","2020-09","ANG MO KIO","4 ROOM","304","ANG MO KIO AVE 1","01 TO 03",97,"New Generation",1977,"55 years 06 months",365000,3762.88659793814,"304 ANG MO KIO AVE 1 Singapore"
"13680","2020-09","ANG MO KIO","4 ROOM","320","ANG MO KIO AVE 1","04 TO 06",98,"New Generation",1977,"55 years 09 months",430000,4387.75510204082,"320 ANG MO KIO AVE 1 Singapore"
"13681","2020-09","ANG MO KIO","4 ROOM","330","ANG MO KIO AVE 1","04 TO 06",93,"New Generation",1981,"59 years 04 months",390000,4193.54838709677,"330 ANG MO KIO AVE 1 Singapore"
"13682","2020-09","ANG MO KIO","4 ROOM","441","ANG MO KIO AVE 10","04 TO 06",92,"New Generation",1979,"57 years 05 months",395000,4293.47826086957,"441 ANG MO KIO AVE 10 Singapore"
"13683","2020-09","ANG MO KIO","4 ROOM","470","ANG MO KIO AVE 10","04 TO 06",92,"New Generation",1979,"58 years 03 months",368000,4000,"470 ANG MO KIO AVE 10 Singapore"
"13684","2020-09","ANG MO KIO","4 ROOM","473","ANG MO KIO AVE 10","07 TO 09",91,"New Generation",1984,"62 years 10 months",335000,3681.31868131868,"473 ANG MO KIO AVE 10 Singapore"
"13685","2020-09","ANG MO KIO","4 ROOM","474","ANG MO KIO AVE 10","04 TO 06",91,"New Generation",1984,"62 years 05 months",365000,4010.98901098901,"474 ANG MO KIO AVE 10 Singapore"
"13686","2020-09","ANG MO KIO","4 ROOM","546","ANG MO KIO AVE 10","07 TO 09",92,"New Generation",1981,"59 years 05 months",372000,4043.47826086957,"546 ANG MO KIO AVE 10 Singapore"
"13687","2020-09","ANG MO KIO","4 ROOM","415","ANG MO KIO AVE 10","01 TO 03",92,"New Generation",1979,"57 years 11 months",345000,3750,"415 ANG MO KIO AVE 10 Singapore"
"13688","2020-09","ANG MO KIO","4 ROOM","434","ANG MO KIO AVE 10","01 TO 03",92,"New Generation",1979,"57 years 04 months",383000,4163.04347826087,"434 ANG MO KIO AVE 10 Singapore"
"13689","2020-09","ANG MO KIO","4 ROOM","470","ANG MO KIO AVE 10","01 TO 03",92,"New Generation",1979,"58 years 02 months",313000,3402.17391304348,"470 ANG MO KIO AVE 10 Singapore"
"13690","2020-09","ANG MO KIO","4 ROOM","461","ANG MO KIO AVE 10","04 TO 06",92,"New Generation",1980,"58 years 05 months",350000,3804.34782608696,"461 ANG MO KIO AVE 10 Singapore"
"13691","2020-09","ANG MO KIO","4 ROOM","463","ANG MO KIO AVE 10","07 TO 09",92,"New Generation",1980,"58 years 05 months",340000,3695.65217391304,"463 ANG MO KIO AVE 10 Singapore"
"13692","2020-09","ANG MO KIO","4 ROOM","415","ANG MO KIO AVE 10","04 TO 06",92,"New Generation",1979,"57 years 11 months",390888,4248.78260869565,"415 ANG MO KIO AVE 10 Singapore"
"13693","2020-09","ANG MO KIO","4 ROOM","414","ANG MO KIO AVE 10","04 TO 06",92,"New Generation",1979,"57 years 11 months",375000,4076.08695652174,"414 ANG MO KIO AVE 10 Singapore"
"13694","2020-09","ANG MO KIO","4 ROOM","414","ANG MO KIO AVE 10","07 TO 09",92,"New Generation",1979,"57 years 11 months",405000,4402.17391304348,"414 ANG MO KIO AVE 10 Singapore"
"13695","2020-09","ANG MO KIO","4 ROOM","559","ANG MO KIO AVE 10","04 TO 06",92,"New Generation",1980,"58 years 04 months",365000,3967.39130434783,"559 ANG MO KIO AVE 10 Singapore"
"13696","2020-09","ANG MO KIO","4 ROOM","213","ANG MO KIO AVE 3","04 TO 06",82,"New Generation",1976,"54 years 07 months",320000,3902.43902439024,"213 ANG MO KIO AVE 3 Singapore"
"13697","2020-09","ANG MO KIO","4 ROOM","231","ANG MO KIO AVE 3","01 TO 03",92,"New Generation",1977,"56 years",323000,3510.86956521739,"231 ANG MO KIO AVE 3 Singapore"
"13698","2020-09","ANG MO KIO","4 ROOM","204","ANG MO KIO AVE 3","10 TO 12",92,"New Generation",1977,"55 years 04 months",367000,3989.13043478261,"204 ANG MO KIO AVE 3 Singapore"
"13699","2020-09","ANG MO KIO","4 ROOM","210","ANG MO KIO AVE 3","07 TO 09",91,"New Generation",1977,"55 years 07 months",458000,5032.96703296703,"210 ANG MO KIO AVE 3 Singapore"
"13700","2020-09","ANG MO KIO","4 ROOM","344","ANG MO KIO AVE 3","04 TO 06",98,"New Generation",1978,"56 years 07 months",450000,4591.83673469388,"344 ANG MO KIO AVE 3 Singapore"
"13701","2020-09","ANG MO KIO","4 ROOM","326","ANG MO KIO AVE 3","13 TO 15",92,"New Generation",1977,"55 years 08 months",450000,4891.30434782609,"326 ANG MO KIO AVE 3 Singapore"
"13702","2020-09","ANG MO KIO","4 ROOM","177","ANG MO KIO AVE 4","01 TO 03",92,"New Generation",1981,"59 years 08 months",348000,3782.60869565217,"177 ANG MO KIO AVE 4 Singapore"
"13703","2020-09","ANG MO KIO","4 ROOM","177","ANG MO KIO AVE 4","07 TO 09",91,"New Generation",1981,"59 years 07 months",395000,4340.65934065934,"177 ANG MO KIO AVE 4 Singapore"
"13704","2020-09","ANG MO KIO","4 ROOM","179","ANG MO KIO AVE 5","01 TO 03",91,"New Generation",1981,"59 years 07 months",360000,3956.04395604396,"179 ANG MO KIO AVE 5 Singapore"
"13705","2020-09","ANG MO KIO","4 ROOM","649","ANG MO KIO AVE 5","01 TO 03",99,"New Generation",1980,"59 years 02 months",386888,3907.9595959596,"649 ANG MO KIO AVE 5 Singapore"
"13706","2020-09","ANG MO KIO","4 ROOM","608","ANG MO KIO AVE 5","10 TO 12",91,"New Generation",1980,"58 years 09 months",360000,3956.04395604396,"608 ANG MO KIO AVE 5 Singapore"
"13707","2020-09","ANG MO KIO","4 ROOM","634","ANG MO KIO AVE 6","07 TO 09",91,"New Generation",1980,"58 years 10 months",467500,5137.36263736264,"634 ANG MO KIO AVE 6 Singapore"
"13708","2020-09","ANG MO KIO","4 ROOM","623","ANG MO KIO AVE 9","10 TO 12",92,"New Generation",1980,"59 years 01 month",418000,4543.47826086957,"623 ANG MO KIO AVE 9 Singapore"
"13709","2020-09","ANG MO KIO","4 ROOM","625","ANG MO KIO AVE 9","01 TO 03",92,"New Generation",1980,"59 years 01 month",360000,3913.04347826087,"625 ANG MO KIO AVE 9 Singapore"
"13710","2020-09","ANG MO KIO","4 ROOM","315B","ANG MO KIO ST 31","01 TO 03",95,"Model A",2006,"84 years 05 months",475000,5000,"315B ANG MO KIO ST 31 Singapore"
"13711","2020-09","ANG MO KIO","4 ROOM","315A","ANG MO KIO ST 31","07 TO 09",90,"Model A",2006,"84 years 07 months",485000,5388.88888888889,"315A ANG MO KIO ST 31 Singapore"
"13712","2020-09","ANG MO KIO","4 ROOM","316A","ANG MO KIO ST 31","01 TO 03",95,"Model A",2006,"84 years 07 months",593000,6242.1052631579,"316A ANG MO KIO ST 31 Singapore"
"13713","2020-09","ANG MO KIO","4 ROOM","588D","ANG MO KIO ST 52","28 TO 30",93,"DBSS",2011,"89 years 11 months",740000,7956.98924731183,"588D ANG MO KIO ST 52 Singapore"
"13714","2020-09","ANG MO KIO","5 ROOM","306","ANG MO KIO AVE 1","04 TO 06",123,"Standard",1977,"55 years 10 months",5e+05,4065.0406504065,"306 ANG MO KIO AVE 1 Singapore"
"13715","2020-09","ANG MO KIO","5 ROOM","553","ANG MO KIO AVE 10","04 TO 06",119,"Improved",1980,"59 years 01 month",460000,3865.54621848739,"553 ANG MO KIO AVE 10 Singapore"
"13716","2020-09","ANG MO KIO","5 ROOM","460","ANG MO KIO AVE 10","07 TO 09",120,"Improved",1980,"58 years 05 months",510000,4250,"460 ANG MO KIO AVE 10 Singapore"
"13717","2020-09","ANG MO KIO","5 ROOM","111","ANG MO KIO AVE 4","10 TO 12",117,"Improved",1978,"56 years 11 months",515000,4401.7094017094,"111 ANG MO KIO AVE 4 Singapore"
"13718","2020-09","ANG MO KIO","5 ROOM","648","ANG MO KIO AVE 5","07 TO 09",121,"Improved",1980,"59 years 02 months",538000,4446.28099173554,"648 ANG MO KIO AVE 5 Singapore"
"13719","2020-09","ANG MO KIO","5 ROOM","700C","ANG MO KIO AVE 6","01 TO 03",110,"Improved",2003,"81 years 09 months",705000,6409.09090909091,"700C ANG MO KIO AVE 6 Singapore"
"13720","2020-09","ANG MO KIO","5 ROOM","710","ANG MO KIO AVE 8","19 TO 21",117,"Improved",1980,"59 years 01 month",680000,5811.96581196581,"710 ANG MO KIO AVE 8 Singapore"
"13721","2020-09","ANG MO KIO","5 ROOM","309A","ANG MO KIO ST 31","16 TO 18",110,"Improved",2006,"84 years 08 months",765000,6954.54545454545,"309A ANG MO KIO ST 31 Singapore"
"13722","2020-09","ANG MO KIO","5 ROOM","315B","ANG MO KIO ST 31","13 TO 15",110,"Improved",2006,"84 years 05 months",748000,6800,"315B ANG MO KIO ST 31 Singapore"
"13723","2020-09","ANG MO KIO","5 ROOM","316A","ANG MO KIO ST 31","07 TO 09",110,"Improved",2006,"84 years 07 months",710000,6454.54545454545,"316A ANG MO KIO ST 31 Singapore"
"13724","2020-09","ANG MO KIO","5 ROOM","316A","ANG MO KIO ST 31","25 TO 27",110,"Improved",2006,"84 years 07 months",798000,7254.54545454545,"316A ANG MO KIO ST 31 Singapore"
"13725","2020-09","ANG MO KIO","5 ROOM","315B","ANG MO KIO ST 31","10 TO 12",110,"Improved",2006,"84 years 04 months",725000,6590.90909090909,"315B ANG MO KIO ST 31 Singapore"
"13726","2020-09","ANG MO KIO","5 ROOM","588C","ANG MO KIO ST 52","13 TO 15",117,"DBSS",2011,"90 years",850888,7272.54700854701,"588C ANG MO KIO ST 52 Singapore"
"13727","2020-09","ANG MO KIO","5 ROOM","596C","ANG MO KIO ST 52","07 TO 09",110,"Improved",2002,"81 years 03 months",670000,6090.90909090909,"596C ANG MO KIO ST 52 Singapore"
"13728","2020-09","ANG MO KIO","5 ROOM","596D","ANG MO KIO ST 52","01 TO 03",111,"Improved",2003,"81 years 04 months",615000,5540.54054054054,"596D ANG MO KIO ST 52 Singapore"
"13729","2020-09","ANG MO KIO","EXECUTIVE","615","ANG MO KIO AVE 4","04 TO 06",149,"Apartment",1996,"74 years 08 months",790000,5302.01342281879,"615 ANG MO KIO AVE 4 Singapore"
"13730","2020-09","ANG MO KIO","EXECUTIVE","614","ANG MO KIO AVE 4","07 TO 09",147,"Apartment",1996,"74 years 08 months",796000,5414.96598639456,"614 ANG MO KIO AVE 4 Singapore"
"13731","2020-09","ANG MO KIO","EXECUTIVE","616","ANG MO KIO AVE 4","01 TO 03",148,"Maisonette",1996,"74 years 08 months",750000,5067.56756756757,"616 ANG MO KIO AVE 4 Singapore"
"13732","2020-09","ANG MO KIO","EXECUTIVE","625","ANG MO KIO AVE 9","10 TO 12",163,"Adjoined flat",1980,"59 years",9e+05,5521.47239263804,"625 ANG MO KIO AVE 9 Singapore"
"13733","2020-09","ANG MO KIO","EXECUTIVE","104A","ANG MO KIO ST 11","01 TO 03",147,"Apartment",1996,"74 years 08 months",8e+05,5442.1768707483,"104A ANG MO KIO ST 11 Singapore"
"13734","2020-09","BEDOK","3 ROOM","522","BEDOK NTH AVE 1","10 TO 12",67,"New Generation",1979,"58 years 01 month",285000,4253.73134328358,"522 BEDOK NTH AVE 1 Singapore"
"13735","2020-09","BEDOK","3 ROOM","550","BEDOK NTH AVE 1","04 TO 06",68,"New Generation",1980,"58 years 10 months",275000,4044.11764705882,"550 BEDOK NTH AVE 1 Singapore"
"13736","2020-09","BEDOK","3 ROOM","401","BEDOK NTH AVE 3","10 TO 12",67,"New Generation",1979,"57 years 09 months",280000,4179.10447761194,"401 BEDOK NTH AVE 3 Singapore"
"13737","2020-09","BEDOK","3 ROOM","100","BEDOK NTH AVE 4","10 TO 12",82,"New Generation",1978,"57 years 03 months",333000,4060.9756097561,"100 BEDOK NTH AVE 4 Singapore"
"13738","2020-09","BEDOK","3 ROOM","105","BEDOK NTH AVE 4","13 TO 15",67,"New Generation",1977,"55 years 11 months",280000,4179.10447761194,"105 BEDOK NTH AVE 4 Singapore"
"13739","2020-09","BEDOK","3 ROOM","105","BEDOK NTH AVE 4","10 TO 12",67,"New Generation",1977,"55 years 10 months",268000,4000,"105 BEDOK NTH AVE 4 Singapore"
"13740","2020-09","BEDOK","3 ROOM","115","BEDOK NTH RD","10 TO 12",73,"New Generation",1978,"56 years 08 months",295000,4041.09589041096,"115 BEDOK NTH RD Singapore"
"13741","2020-09","BEDOK","3 ROOM","124","BEDOK NTH RD","10 TO 12",67,"New Generation",1978,"56 years 09 months",302000,4507.46268656716,"124 BEDOK NTH RD Singapore"
"13742","2020-09","BEDOK","3 ROOM","75","BEDOK NTH RD","01 TO 03",70,"Improved",1978,"56 years 05 months",282000,4028.57142857143,"75 BEDOK NTH RD Singapore"
"13743","2020-09","BEDOK","3 ROOM","76","BEDOK NTH RD","13 TO 15",59,"Improved",1978,"56 years 04 months",252000,4271.18644067797,"76 BEDOK NTH RD Singapore"
"13744","2020-09","BEDOK","3 ROOM","419","BEDOK NTH ST 1","01 TO 03",68,"New Generation",1979,"57 years 05 months",283000,4161.76470588235,"419 BEDOK NTH ST 1 Singapore"
"13745","2020-09","BEDOK","3 ROOM","213","BEDOK NTH ST 1","04 TO 06",68,"New Generation",1980,"58 years 06 months",310000,4558.82352941176,"213 BEDOK NTH ST 1 Singapore"
"13746","2020-09","BEDOK","3 ROOM","420","BEDOK NTH ST 1","10 TO 12",68,"New Generation",1979,"57 years 04 months",348000,5117.64705882353,"420 BEDOK NTH ST 1 Singapore"
"13747","2020-09","BEDOK","3 ROOM","129","BEDOK NTH ST 2","04 TO 06",67,"New Generation",1978,"56 years 09 months",275000,4104.4776119403,"129 BEDOK NTH ST 2 Singapore"
"13748","2020-09","BEDOK","3 ROOM","138","BEDOK NTH ST 2","01 TO 03",67,"New Generation",1978,"56 years 08 months",250000,3731.34328358209,"138 BEDOK NTH ST 2 Singapore"
"13749","2020-09","BEDOK","3 ROOM","128","BEDOK NTH ST 2","13 TO 15",67,"New Generation",1978,"56 years 09 months",310000,4626.86567164179,"128 BEDOK NTH ST 2 Singapore"
"13750","2020-09","BEDOK","3 ROOM","533","BEDOK NTH ST 3","13 TO 15",68,"New Generation",1980,"58 years 05 months",275000,4044.11764705882,"533 BEDOK NTH ST 3 Singapore"
"13751","2020-09","BEDOK","3 ROOM","537","BEDOK NTH ST 3","04 TO 06",68,"New Generation",1980,"58 years 05 months",260000,3823.52941176471,"537 BEDOK NTH ST 3 Singapore"
"13752","2020-09","BEDOK","3 ROOM","554","BEDOK NTH ST 3","04 TO 06",68,"New Generation",1980,"58 years 10 months",265000,3897.05882352941,"554 BEDOK NTH ST 3 Singapore"
"13753","2020-09","BEDOK","3 ROOM","510","BEDOK NTH ST 3","01 TO 03",67,"New Generation",1979,"58 years 02 months",260000,3880.59701492537,"510 BEDOK NTH ST 3 Singapore"
"13754","2020-09","BEDOK","3 ROOM","525","BEDOK NTH ST 3","07 TO 09",67,"New Generation",1979,"57 years 11 months",272000,4059.70149253731,"525 BEDOK NTH ST 3 Singapore"
"13755","2020-09","BEDOK","3 ROOM","526","BEDOK NTH ST 3","07 TO 09",67,"New Generation",1979,"57 years 11 months",263000,3925.37313432836,"526 BEDOK NTH ST 3 Singapore"
"13756","2020-09","BEDOK","3 ROOM","535","BEDOK NTH ST 3","07 TO 09",60,"Improved",1986,"64 years 04 months",265000,4416.66666666667,"535 BEDOK NTH ST 3 Singapore"
"13757","2020-09","BEDOK","3 ROOM","539","BEDOK NTH ST 3","04 TO 06",68,"New Generation",1980,"58 years 04 months",245000,3602.94117647059,"539 BEDOK NTH ST 3 Singapore"
"13758","2020-09","BEDOK","3 ROOM","554","BEDOK NTH ST 3","10 TO 12",68,"New Generation",1980,"58 years 09 months",270000,3970.58823529412,"554 BEDOK NTH ST 3 Singapore"
"13759","2020-09","BEDOK","3 ROOM","503","BEDOK NTH ST 3","10 TO 12",59,"Improved",1978,"56 years 07 months",255000,4322.03389830509,"503 BEDOK NTH ST 3 Singapore"
"13760","2020-09","BEDOK","3 ROOM","525","BEDOK NTH ST 3","04 TO 06",67,"New Generation",1979,"57 years 11 months",250000,3731.34328358209,"525 BEDOK NTH ST 3 Singapore"
"13761","2020-09","BEDOK","3 ROOM","540","BEDOK NTH ST 3","01 TO 03",68,"New Generation",1980,"58 years 09 months",241000,3544.11764705882,"540 BEDOK NTH ST 3 Singapore"
"13762","2020-09","BEDOK","3 ROOM","545","BEDOK NTH ST 3","10 TO 12",82,"New Generation",1980,"58 years 08 months",320000,3902.43902439024,"545 BEDOK NTH ST 3 Singapore"
"13763","2020-09","BEDOK","3 ROOM","748B","BEDOK RESERVOIR CRES","04 TO 06",67,"DBSS",2014,"93 years",490000,7313.4328358209,"748B BEDOK RESERVOIR CRES Singapore"
"13764","2020-09","BEDOK","3 ROOM","614","BEDOK RESERVOIR RD","07 TO 09",67,"New Generation",1981,"59 years 11 months",285000,4253.73134328358,"614 BEDOK RESERVOIR RD Singapore"
"13765","2020-09","BEDOK","3 ROOM","103","BEDOK RESERVOIR RD","10 TO 12",67,"New Generation",1985,"63 years 10 months",270000,4029.85074626866,"103 BEDOK RESERVOIR RD Singapore"
"13766","2020-09","BEDOK","3 ROOM","107","BEDOK RESERVOIR RD","13 TO 15",67,"New Generation",1985,"64 years",290000,4328.35820895522,"107 BEDOK RESERVOIR RD Singapore"
"13767","2020-09","BEDOK","3 ROOM","616","BEDOK RESERVOIR RD","10 TO 12",68,"New Generation",1982,"60 years 09 months",280000,4117.64705882353,"616 BEDOK RESERVOIR RD Singapore"
"13768","2020-09","BEDOK","3 ROOM","620","BEDOK RESERVOIR RD","04 TO 06",61,"Improved",1986,"65 years",270000,4426.22950819672,"620 BEDOK RESERVOIR RD Singapore"
